sample_id,scenario_id,source_video_id,split,clip_type,corruption_type,severity_level,severity_name,severity_value,is_clean,gshi,weather,time_of_day,scene_type,traffic_level,fps,resolution,num_frames,output_path,extra_json,gshi_gt,gshi_pred,pred_top1_issue,pred_top1_prob,pred_presence_json,pred_severity_json,pred_present_thresh_json
S10_snow_s3,S10,video_020,test,corrupted,snow,3,s3,0.35,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/snow/s3/S10_snow_s3.mp4,"{""mask_mean"":0.025083603337407112,""severity"":0.35,""severity_scaled"":0.15112018613329828,""alpha"":0.16360110825667304,""eta"":0.9004236676421282,""depth_separation_exp"":1.4,""density"":0.0038267193530757302,""small_fraction"":0.5622199534666754,""medium_fraction"":0.3,""large_fraction"":0.13778004653332457,""small_density"":0.0021514579766162634,""medium_density"":0.001148015805922719,""large_density"":0.0005272455705367478,""small_sigma"":0.7360081675199684,""medium_sigma"":1.6417922978132773,""large_sigma"":3.1800408375998424,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.07440326700798738,""apply_overcast_sky"":true,""overcast_mask_mean"":0.037700604647397995,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.644424,0.353690,compression,0.999986,"{""haze_fog"":0.639535,""rain"":0.00851,""snow"":0.004525,""low_light"":4.1e-05,""motion_blur"":0.0,""defocus_blur"":0.003098,""glare_flare"":0.116829,""vignetting"":0.140801,""sensor_noise"":0.0,""exposure_shift"":0.475683,""compression"":0.999986,""lens_occlusion"":0.021021}","{""haze_fog"":0.093008,""rain"":0.200112,""snow"":0.157173,""low_light"":0.065637,""motion_blur"":0.003612,""defocus_blur"":0.0108,""glare_flare"":0.303943,""vignetting"":0.116607,""sensor_noise"":0.001502,""exposure_shift"":0.107427,""compression"":0.026687,""lens_occlusion"":0.115541}","[{""issue"":""compression"",""prob"":0.999986},{""issue"":""haze_fog"",""prob"":0.639535},{""issue"":""exposure_shift"",""prob"":0.475683}]"
S10_snow_s4,S10,video_020,test,corrupted,snow,4,s4,0.55,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/snow/s4/S10_snow_s4.mp4,"{""mask_mean"":0.07171130180358887,""severity"":0.55,""severity_scaled"":0.34092028363462246,""alpha"":0.24096286102455672,""eta"":1.1187228031749081,""depth_separation_exp"":1.4,""density"":0.007309348135617231,""small_fraction"":0.5147699290913443,""medium_fraction"":0.3,""large_fraction"":0.18523007090865562,""small_density"":0.003762632621475632,""medium_density"":0.0021928044406851694,""large_density"":0.0013539110734564295,""small_sigma"":0.9068282552711602,""medium_sigma"":1.945472453815396,""large_sigma"":4.034141276355801,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.14273130210846408,""apply_overcast_sky"":true,""overcast_mask_mean"":0.037700604647397995,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.442871,0.329968,compression,0.999996,"{""haze_fog"":0.701951,""rain"":0.002304,""snow"":0.310735,""low_light"":0.00048,""motion_blur"":0.0,""defocus_blur"":0.001772,""glare_flare"":0.047467,""vignetting"":0.127036,""sensor_noise"":0.0,""exposure_shift"":0.523577,""compression"":0.999996,""lens_occlusion"":0.012693}","{""haze_fog"":0.075464,""rain"":0.202821,""snow"":0.326354,""low_light"":0.099311,""motion_blur"":0.002046,""defocus_blur"":0.008763,""glare_flare"":0.258169,""vignetting"":0.103315,""sensor_noise"":0.00371,""exposure_shift"":0.10398,""compression"":0.0206,""lens_occlusion"":0.093699}","[{""issue"":""compression"",""prob"":0.999996},{""issue"":""haze_fog"",""prob"":0.701951},{""issue"":""exposure_shift"",""prob"":0.523577},{""issue"":""snow"",""prob"":0.310735}]"
S10_snow_s5,S10,video_020,test,corrupted,snow,5,s5,0.75,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/snow/s5/S10_snow_s5.mp4,"{""mask_mean"":0.16556406021118164,""severity"":0.75,""severity_scaled"":0.5958134105899568,""alpha"":0.368720467634995,""eta"":1.3927052158372195,""depth_separation_exp"":1.4,""density"":0.012853480161835004,""small_fraction"":0.45104664735251077,""medium_fraction"":0.3,""large_fraction"":0.2489533526474892,""small_density"":0.005797519133807686,""medium_density"":0.003856044048550501,""large_density"":0.003199916979476816,""small_sigma"":1.1362320695309611,""medium_sigma"":2.353301456943931,""large_sigma"":5.181160347654806,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.23449282781238445,""apply_overcast_sky"":true,""overcast_mask_mean"":0.037700604647397995,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.243164,0.253690,compression,0.999998,"{""haze_fog"":0.789412,""rain"":0.001006,""snow"":0.935976,""low_light"":0.044095,""motion_blur"":0.0,""defocus_blur"":0.001174,""glare_flare"":0.015783,""vignetting"":0.13775,""sensor_noise"":1e-06,""exposure_shift"":0.519108,""compression"":0.999998,""lens_occlusion"":0.009272}","{""haze_fog"":0.078036,""rain"":0.208958,""snow"":0.517736,""low_light"":0.152187,""motion_blur"":0.001519,""defocus_blur"":0.008045,""glare_flare"":0.227938,""vignetting"":0.101945,""sensor_noise"":0.006327,""exposure_shift"":0.112521,""compression"":0.016564,""lens_occlusion"":0.085884}","[{""issue"":""compression"",""prob"":0.999998},{""issue"":""snow"",""prob"":0.935976},{""issue"":""haze_fog"",""prob"":0.789412},{""issue"":""exposure_shift"",""prob"":0.519108}]"
S10_glare_flare_s1,S10,video_020,test,corrupted,glare_flare,1,s1,0.08,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/glare_flare/s1/S10_glare_flare_s1.mp4,"{""severity"":0.08,""severity_scaled"":0.02262741699796952,""bright_thresh"":0.8161533391103452,""bloom_strength"":0.09289762768884263,""streak_enabled"":true,""streak_angle_deg"":15.085674076442587,""ghosts_enabled"":true,""ghost_count"":1,""flare_mean"":0.018130099400877953,""device"":""cuda""}",0.889636,0.420354,compression,0.999973,"{""haze_fog"":0.488813,""rain"":0.000761,""snow"":1.1e-05,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.005728,""glare_flare"":0.359243,""vignetting"":0.026729,""sensor_noise"":0.0,""exposure_shift"":0.003751,""compression"":0.999973,""lens_occlusion"":0.019228}","{""haze_fog"":0.083381,""rain"":0.128841,""snow"":0.047246,""low_light"":0.035474,""motion_blur"":0.008939,""defocus_blur"":0.015626,""glare_flare"":0.339121,""vignetting"":0.082743,""sensor_noise"":0.00072,""exposure_shift"":0.039439,""compression"":0.037295,""lens_occlusion"":0.123954}","[{""issue"":""compression"",""prob"":0.999973},{""issue"":""haze_fog"",""prob"":0.488813},{""issue"":""glare_flare"",""prob"":0.359243}]"
S10_glare_flare_s2,S10,video_020,test,corrupted,glare_flare,2,s2,0.18,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/glare_flare/s2/S10_glare_flare_s2.mp4,"{""severity"":0.18,""severity_scaled"":0.07636753236814713,""bright_thresh"":0.807017519497415,""bloom_strength"":0.12352949344984387,""streak_enabled"":true,""streak_angle_deg"":-5.527674586270361,""ghosts_enabled"":true,""ghost_count"":1,""flare_mean"":0.02712451107800007,""device"":""cuda""}",0.757049,0.402423,compression,0.999978,"{""haze_fog"":0.545875,""rain"":0.000973,""snow"":1.7e-05,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.005493,""glare_flare"":0.42832,""vignetting"":0.007961,""sensor_noise"":0.0,""exposure_shift"":0.005389,""compression"":0.999978,""lens_occlusion"":0.022318}","{""haze_fog"":0.089654,""rain"":0.140364,""snow"":0.04671,""low_light"":0.033521,""motion_blur"":0.009477,""defocus_blur"":0.01533,""glare_flare"":0.362923,""vignetting"":0.077531,""sensor_noise"":0.00078,""exposure_shift"":0.044186,""compression"":0.037788,""lens_occlusion"":0.12978}","[{""issue"":""compression"",""prob"":0.999978},{""issue"":""haze_fog"",""prob"":0.545875},{""issue"":""glare_flare"",""prob"":0.42832}]"
S10_glare_flare_s3,S10,video_020,test,corrupted,glare_flare,3,s3,0.35,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/glare_flare/s3/S10_glare_flare_s3.mp4,"{""severity"":0.35,""severity_scaled"":0.20706279240848655,""bright_thresh"":0.7847993252905573,""bloom_strength"":0.19802579167283735,""streak_enabled"":true,""streak_angle_deg"":7.19668489263919,""ghosts_enabled"":true,""ghost_count"":2,""flare_mean"":0.056807566434144974,""device"":""cuda""}",0.546526,0.382963,compression,0.999985,"{""haze_fog"":0.660509,""rain"":0.003069,""snow"":4e-06,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.005641,""glare_flare"":0.623762,""vignetting"":0.003568,""sensor_noise"":0.0,""exposure_shift"":0.009939,""compression"":0.999985,""lens_occlusion"":0.024944}","{""haze_fog"":0.111656,""rain"":0.164139,""snow"":0.048166,""low_light"":0.032384,""motion_blur"":0.010736,""defocus_blur"":0.015332,""glare_flare"":0.425955,""vignetting"":0.074149,""sensor_noise"":0.00108,""exposure_shift"":0.05778,""compression"":0.039507,""lens_occlusion"":0.133206}","[{""issue"":""compression"",""prob"":0.999985},{""issue"":""haze_fog"",""prob"":0.660509},{""issue"":""glare_flare"",""prob"":0.623762}]"
S10_glare_flare_s4,S10,video_020,test,corrupted,glare_flare,4,s4,0.55,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/glare_flare/s4/S10_glare_flare_s4.mp4,"{""severity"":0.55,""severity_scaled"":0.4078909167902615,""bright_thresh"":0.7506585441456555,""bloom_strength"":0.3124978225704491,""streak_enabled"":true,""streak_angle_deg"":-9.96762269767333,""ghosts_enabled"":true,""ghost_count"":3,""flare_mean"":0.12293881177902222,""device"":""cuda""}",0.326310,0.349683,compression,0.999988,"{""haze_fog"":0.643115,""rain"":0.001971,""snow"":2e-06,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.006178,""glare_flare"":0.873622,""vignetting"":0.002541,""sensor_noise"":0.0,""exposure_shift"":0.004248,""compression"":0.999988,""lens_occlusion"":0.006764}","{""haze_fog"":0.124978,""rain"":0.165475,""snow"":0.040462,""low_light"":0.033626,""motion_blur"":0.012504,""defocus_blur"":0.017239,""glare_flare"":0.5495,""vignetting"":0.053346,""sensor_noise"":0.002074,""exposure_shift"":0.064964,""compression"":0.043788,""lens_occlusion"":0.107875}","[{""issue"":""compression"",""prob"":0.999988},{""issue"":""glare_flare"",""prob"":0.873622},{""issue"":""haze_fog"",""prob"":0.643115}]"
S10_glare_flare_s5,S10,video_020,test,corrupted,glare_flare,5,s5,0.75,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/glare_flare/s5/S10_glare_flare_s5.mp4,"{""severity"":0.75,""severity_scaled"":0.649519052838329,""bright_thresh"":0.709581761017484,""bloom_strength"":0.4502258601178476,""streak_enabled"":true,""streak_angle_deg"":-9.075957656089189,""ghosts_enabled"":true,""ghost_count"":4,""flare_mean"":0.22085148096084595,""device"":""cuda""}",0.143091,0.299874,compression,0.999976,"{""haze_fog"":0.353037,""rain"":0.00015,""snow"":0.002957,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.006156,""glare_flare"":0.981561,""vignetting"":0.006436,""sensor_noise"":0.0,""exposure_shift"":0.000718,""compression"":0.999976,""lens_occlusion"":0.003037}","{""haze_fog"":0.084793,""rain"":0.130413,""snow"":0.026879,""low_light"":0.049601,""motion_blur"":0.013437,""defocus_blur"":0.021449,""glare_flare"":0.646732,""vignetting"":0.090408,""sensor_noise"":0.005809,""exposure_shift"":0.053288,""compression"":0.048524,""lens_occlusion"":0.089733}","[{""issue"":""compression"",""prob"":0.999976},{""issue"":""glare_flare"",""prob"":0.981561},{""issue"":""haze_fog"",""prob"":0.353037}]"
S10_motion_blur_s1,S10,video_020,test,corrupted,motion_blur,1,s1,0.08,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/motion_blur/s1/S10_motion_blur_s1.mp4,"{""severity"":0.08,""ksize"":11,""n_points"":11,""accel"":0.06317522482726137,""linear"":false,""psf_smooth_sigma"":0.10263757869706577}",0.896599,0.217341,compression,0.999944,"{""haze_fog"":0.171941,""rain"":0.000318,""snow"":0.02004,""low_light"":4e-06,""motion_blur"":0.548205,""defocus_blur"":0.018015,""glare_flare"":0.0635,""vignetting"":0.358911,""sensor_noise"":1.3e-05,""exposure_shift"":0.008874,""compression"":0.999944,""lens_occlusion"":0.013151}","{""haze_fog"":0.094343,""rain"":0.240479,""snow"":0.267626,""low_light"":0.112898,""motion_blur"":0.153336,""defocus_blur"":0.080622,""glare_flare"":0.236589,""vignetting"":0.122107,""sensor_noise"":0.02449,""exposure_shift"":0.079856,""compression"":0.456568,""lens_occlusion"":0.141171}","[{""issue"":""compression"",""prob"":0.999944},{""issue"":""motion_blur"",""prob"":0.548205},{""issue"":""vignetting"",""prob"":0.358911}]"
S10_motion_blur_s2,S10,video_020,test,corrupted,motion_blur,2,s2,0.18,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/motion_blur/s2/S10_motion_blur_s2.mp4,"{""severity"":0.18,""ksize"":13,""n_points"":14,""accel"":0.1500674886425468,""linear"":true,""psf_smooth_sigma"":0.2149055138577577}",0.771227,0.197492,compression,0.999903,"{""haze_fog"":0.150839,""rain"":0.000476,""snow"":0.036355,""low_light"":2e-06,""motion_blur"":0.329438,""defocus_blur"":0.019782,""glare_flare"":0.019657,""vignetting"":0.361525,""sensor_noise"":6e-06,""exposure_shift"":0.007557,""compression"":0.999903,""lens_occlusion"":0.012314}","{""haze_fog"":0.102229,""rain"":0.239743,""snow"":0.2576,""low_light"":0.105192,""motion_blur"":0.153192,""defocus_blur"":0.084919,""glare_flare"":0.232778,""vignetting"":0.115573,""sensor_noise"":0.021519,""exposure_shift"":0.082234,""compression"":0.459943,""lens_occlusion"":0.134929}","[{""issue"":""compression"",""prob"":0.999903},{""issue"":""vignetting"",""prob"":0.361525},{""issue"":""motion_blur"",""prob"":0.329438}]"
S10_motion_blur_s3,S10,video_020,test,corrupted,motion_blur,3,s3,0.35,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/motion_blur/s3/S10_motion_blur_s3.mp4,"{""severity"":0.35,""ksize"":19,""n_points"":19,""accel"":0.2679795023088078,""linear"":true,""psf_smooth_sigma"":0.42381408885492755}",0.568989,0.113379,compression,0.999745,"{""haze_fog"":0.120123,""rain"":8.4e-05,""snow"":0.007618,""low_light"":1.1e-05,""motion_blur"":0.911815,""defocus_blur"":0.02592,""glare_flare"":0.024047,""vignetting"":0.483333,""sensor_noise"":1.1e-05,""exposure_shift"":0.005393,""compression"":0.999745,""lens_occlusion"":0.017554}","{""haze_fog"":0.089822,""rain"":0.200887,""snow"":0.222091,""low_light"":0.14022,""motion_blur"":0.3086,""defocus_blur"":0.092986,""glare_flare"":0.248486,""vignetting"":0.146287,""sensor_noise"":0.028543,""exposure_shift"":0.09205,""compression"":0.576865,""lens_occlusion"":0.158221}","[{""issue"":""compression"",""prob"":0.999745},{""issue"":""motion_blur"",""prob"":0.911815},{""issue"":""vignetting"",""prob"":0.483333}]"
S10_motion_blur_s4,S10,video_020,test,corrupted,motion_blur,4,s4,0.55,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/motion_blur/s4/S10_motion_blur_s4.mp4,"{""severity"":0.55,""ksize"":27,""n_points"":26,""accel"":0.46061741197420725,""linear"":true,""psf_smooth_sigma"":0.7200689160540282}",0.351605,0.043598,compression,0.999257,"{""haze_fog"":0.109854,""rain"":3.1e-05,""snow"":0.044462,""low_light"":0.000143,""motion_blur"":0.996663,""defocus_blur"":0.035615,""glare_flare"":0.02755,""vignetting"":0.358934,""sensor_noise"":3.5e-05,""exposure_shift"":0.018502,""compression"":0.999257,""lens_occlusion"":0.017906}","{""haze_fog"":0.083221,""rain"":0.231546,""snow"":0.249122,""low_light"":0.179922,""motion_blur"":0.487465,""defocus_blur"":0.113952,""glare_flare"":0.273985,""vignetting"":0.175123,""sensor_noise"":0.037987,""exposure_shift"":0.134209,""compression"":0.668101,""lens_occlusion"":0.161671}","[{""issue"":""compression"",""prob"":0.999257},{""issue"":""motion_blur"",""prob"":0.996663},{""issue"":""vignetting"",""prob"":0.358934}]"
S10_motion_blur_s5,S10,video_020,test,corrupted,motion_blur,5,s5,0.75,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/motion_blur/s5/S10_motion_blur_s5.mp4,"{""severity"":0.75,""ksize"":33,""n_points"":32,""accel"":0.5420454438117246,""linear"":false,""psf_smooth_sigma"":0.988984778055959}",0.162893,0.024299,compression,0.998185,"{""haze_fog"":0.061808,""rain"":4.7e-05,""snow"":0.008322,""low_light"":0.00016,""motion_blur"":0.996889,""defocus_blur"":0.035156,""glare_flare"":0.016544,""vignetting"":0.194131,""sensor_noise"":2.9e-05,""exposure_shift"":0.061266,""compression"":0.998185,""lens_occlusion"":0.021887}","{""haze_fog"":0.067063,""rain"":0.277315,""snow"":0.2543,""low_light"":0.167939,""motion_blur"":0.542055,""defocus_blur"":0.112714,""glare_flare"":0.275304,""vignetting"":0.17251,""sensor_noise"":0.042222,""exposure_shift"":0.168919,""compression"":0.661453,""lens_occlusion"":0.163432}","[{""issue"":""compression"",""prob"":0.998185},{""issue"":""motion_blur"",""prob"":0.996889}]"
S10_defocus_blur_s1,S10,video_020,test,corrupted,defocus_blur,1,s1,0.08,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/defocus_blur/s1/S10_defocus_blur_s1.mp4,"{""severity"":0.08,""sigma_max_eff"":2.4,""d_f"":0.8971306085586548,""invert_depth"":true,""n_layers"":16}",0.896599,0.424212,compression,0.999934,"{""haze_fog"":0.446078,""rain"":0.009143,""snow"":3.9e-05,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.004831,""glare_flare"":0.215791,""vignetting"":0.099089,""sensor_noise"":0.0,""exposure_shift"":0.081556,""compression"":0.999934,""lens_occlusion"":0.013043}","{""haze_fog"":0.085777,""rain"":0.154193,""snow"":0.064199,""low_light"":0.038389,""motion_blur"":0.005403,""defocus_blur"":0.013561,""glare_flare"":0.307619,""vignetting"":0.104614,""sensor_noise"":0.000547,""exposure_shift"":0.057346,""compression"":0.030628,""lens_occlusion"":0.114199}","[{""issue"":""compression"",""prob"":0.999934},{""issue"":""haze_fog"",""prob"":0.446078}]"
S10_defocus_blur_s2,S10,video_020,test,corrupted,defocus_blur,2,s2,0.18,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/defocus_blur/s2/S10_defocus_blur_s2.mp4,"{""severity"":0.18,""sigma_max_eff"":5.3999999999999995,""d_f"":0.8971306085586548,""invert_depth"":true,""n_layers"":16}",0.771227,0.424259,compression,0.999934,"{""haze_fog"":0.446207,""rain"":0.00911,""snow"":3.9e-05,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.004838,""glare_flare"":0.216033,""vignetting"":0.099347,""sensor_noise"":0.0,""exposure_shift"":0.081739,""compression"":0.999934,""lens_occlusion"":0.013046}","{""haze_fog"":0.085824,""rain"":0.154176,""snow"":0.064201,""low_light"":0.038434,""motion_blur"":0.005429,""defocus_blur"":0.01358,""glare_flare"":0.307959,""vignetting"":0.104743,""sensor_noise"":0.00055,""exposure_shift"":0.057468,""compression"":0.030686,""lens_occlusion"":0.114226}","[{""issue"":""compression"",""prob"":0.999934},{""issue"":""haze_fog"",""prob"":0.446207}]"
S10_defocus_blur_s3,S10,video_020,test,corrupted,defocus_blur,3,s3,0.35,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/defocus_blur/s3/S10_defocus_blur_s3.mp4,"{""severity"":0.35,""sigma_max_eff"":10.5,""d_f"":0.8971306085586548,""invert_depth"":true,""n_layers"":16}",0.568989,0.419292,compression,0.999934,"{""haze_fog"":0.451902,""rain"":0.00942,""snow"":4.5e-05,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.004969,""glare_flare"":0.21898,""vignetting"":0.100624,""sensor_noise"":0.0,""exposure_shift"":0.07897,""compression"":0.999934,""lens_occlusion"":0.013459}","{""haze_fog"":0.087597,""rain"":0.15554,""snow"":0.065763,""low_light"":0.038739,""motion_blur"":0.00566,""defocus_blur"":0.01393,""glare_flare"":0.311056,""vignetting"":0.105539,""sensor_noise"":0.000579,""exposure_shift"":0.058406,""compression"":0.03185,""lens_occlusion"":0.11628}","[{""issue"":""compression"",""prob"":0.999934},{""issue"":""haze_fog"",""prob"":0.451902}]"
S10_defocus_blur_s4,S10,video_020,test,corrupted,defocus_blur,4,s4,0.55,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/defocus_blur/s4/S10_defocus_blur_s4.mp4,"{""severity"":0.55,""sigma_max_eff"":16.5,""d_f"":0.8971306085586548,""invert_depth"":true,""n_layers"":16}",0.351605,0.390399,compression,0.999988,"{""haze_fog"":0.376979,""rain"":0.003719,""snow"":0.000114,""low_light"":2.6e-05,""motion_blur"":0.0,""defocus_blur"":0.006479,""glare_flare"":0.187756,""vignetting"":0.122544,""sensor_noise"":0.0,""exposure_shift"":0.021213,""compression"":0.999988,""lens_occlusion"":0.014597}","{""haze_fog"":0.099388,""rain"":0.177326,""snow"":0.094466,""low_light"":0.055559,""motion_blur"":0.012711,""defocus_blur"":0.020557,""glare_flare"":0.295791,""vignetting"":0.097726,""sensor_noise"":0.00339,""exposure_shift"":0.061613,""compression"":0.067657,""lens_occlusion"":0.118155}","[{""issue"":""compression"",""prob"":0.999988},{""issue"":""haze_fog"",""prob"":0.376979}]"
S10_defocus_blur_s5,S10,video_020,test,corrupted,defocus_blur,5,s5,0.75,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/defocus_blur/s5/S10_defocus_blur_s5.mp4,"{""severity"":0.75,""sigma_max_eff"":22.5,""d_f"":0.8971306085586548,""invert_depth"":true,""n_layers"":16}",0.162893,0.329065,compression,0.999992,"{""haze_fog"":0.175998,""rain"":0.001053,""snow"":0.001081,""low_light"":1.7e-05,""motion_blur"":9e-06,""defocus_blur"":0.010108,""glare_flare"":0.112316,""vignetting"":0.158132,""sensor_noise"":7e-06,""exposure_shift"":0.00575,""compression"":0.999992,""lens_occlusion"":0.015192}","{""haze_fog"":0.104957,""rain"":0.203145,""snow"":0.125216,""low_light"":0.060372,""motion_blur"":0.04379,""defocus_blur"":0.040839,""glare_flare"":0.256938,""vignetting"":0.091648,""sensor_noise"":0.017683,""exposure_shift"":0.06808,""compression"":0.183807,""lens_occlusion"":0.130254}","[{""issue"":""compression"",""prob"":0.999992}]"
S10_lens_occlusion_s1,S10,video_020,test,corrupted,lens_occlusion,1,s1,0.08,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/lens_occlusion/s1/S10_lens_occlusion_s1.mp4,"{""severity"":0.08,""n_blobs"":9,""target_coverage"":0.08683796394240399,""coverage_reached"":0.0920703125,""blobs"":[{""cx"":629.5746840668515,""cy"":293.12053464818956,""R_px"":68.29378431256308,""k"":0.2827268020177339,""alpha_strength"":0.4833957112060252},{""cx"":768.9508438338843,""cy"":285.3217598971004,""R_px"":59.88297245845736,""k"":0.2724221101212298,""alpha_strength"":0.49162759618431284},{""cx"":563.2757393102762,""cy"":517.2442503369465,""R_px"":65.01477212699992,""k"":0.35714544945381743,""alpha_strength"":0.45777543748745964},{""cx"":1047.601995452301,""cy"":405.3225081301539,""R_px"":56.526034536835674,""k"":0.34165701461749104,""alpha_strength"":0.5062288934499413},{""cx"":205.52330447796544,""cy"":572.4342810016258,""R_px"":65.08205485597583,""k"":0.3646401300703712,""alpha_strength"":0.4550010965048345},{""cx"":502.4676519040745,""cy"":532.9139564728557,""R_px"":67.82745234598251,""k"":0.31324451203477477,""alpha_strength"":0.4476186559447885},{""cx"":787.2663520269202,""cy"":288.1403154499527,""R_px"":63.59099172313945,""k"":0.30031974885799934,""alpha_strength"":0.49901388614871545},{""cx"":848.3284634343889,""cy"":426.25386836832473,""R_px"":56.59412267312645,""k"":0.3585395700007976,""alpha_strength"":0.4593406432533075},{""cx"":365.34745526148856,""cy"":299.3781863498088,""R_px"":56.04052162924037,""k"":0.3054664557857804,""alpha_strength"":0.4938728756592133}]}",0.877737,0.395900,compression,0.999937,"{""haze_fog"":0.351344,""rain"":0.006783,""snow"":0.000152,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.004757,""glare_flare"":0.155312,""vignetting"":0.098572,""sensor_noise"":0.0,""exposure_shift"":0.057986,""compression"":0.999937,""lens_occlusion"":0.179661}","{""haze_fog"":0.083865,""rain"":0.152116,""snow"":0.061182,""low_light"":0.038396,""motion_blur"":0.0064,""defocus_blur"":0.013333,""glare_flare"":0.299915,""vignetting"":0.104885,""sensor_noise"":0.000599,""exposure_shift"":0.055126,""compression"":0.03482,""lens_occlusion"":0.145631}","[{""issue"":""compression"",""prob"":0.999937},{""issue"":""haze_fog"",""prob"":0.351344}]"
S10_lens_occlusion_s2,S10,video_020,test,corrupted,lens_occlusion,2,s2,0.18,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/lens_occlusion/s2/S10_lens_occlusion_s2.mp4,"{""severity"":0.18,""n_blobs"":8,""target_coverage"":0.12819608774757496,""coverage_reached"":0.13784071180555554,""blobs"":[{""cx"":320.36117477182427,""cy"":526.3522703560062,""R_px"":80.54990468981165,""k"":0.3549790903347061,""alpha_strength"":0.5215636560499883},{""cx"":882.2864746335135,""cy"":450.6240793235225,""R_px"":84.77094988184278,""k"":0.3942345986014746,""alpha_strength"":0.5565431632221804},{""cx"":324.4139915592191,""cy"":612.427278343899,""R_px"":82.55005241502694,""k"":0.3949891983101784,""alpha_strength"":0.49294215219828413},{""cx"":351.7781993354233,""cy"":474.0803880202114,""R_px"":86.6582457313227,""k"":0.3862102055103569,""alpha_strength"":0.4972899810078247},{""cx"":678.364633272472,""cy"":129.98607865037627,""R_px"":70.39890560016195,""k"":0.46215647430031337,""alpha_strength"":0.4819669839724878},{""cx"":749.5178597235632,""cy"":314.4476575024051,""R_px"":70.83383197995384,""k"":0.4521767306835224,""alpha_strength"":0.526890716505503},{""cx"":525.4640275351045,""cy"":162.04098098220643,""R_px"":78.68471469615105,""k"":0.4294735706376871,""alpha_strength"":0.5210576332496771},{""cx"":204.12426455992008,""cy"":186.3741621925231,""R_px"":80.86534289498542,""k"":0.38575751730447627,""alpha_strength"":0.5447736038752604}]}",0.733170,0.369508,compression,0.999927,"{""haze_fog"":0.391958,""rain"":0.017762,""snow"":1.6e-05,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.005258,""glare_flare"":0.201179,""vignetting"":0.080104,""sensor_noise"":0.0,""exposure_shift"":0.066815,""compression"":0.999927,""lens_occlusion"":0.153268}","{""haze_fog"":0.09036,""rain"":0.160506,""snow"":0.060186,""low_light"":0.039957,""motion_blur"":0.0084,""defocus_blur"":0.014927,""glare_flare"":0.33203,""vignetting"":0.106436,""sensor_noise"":0.000753,""exposure_shift"":0.061115,""compression"":0.039898,""lens_occlusion"":0.163349}","[{""issue"":""compression"",""prob"":0.999927},{""issue"":""haze_fog"",""prob"":0.391958}]"
